"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Nov 25 16:18:03 UTC 2022","Fri Nov 25 16:18:09 UTC 2022","6143","","Login","","","","Login page - check 'Error' text is displayed - regression - should fail",""
"passed","Fri Nov 25 16:17:50 UTC 2022","Fri Nov 25 16:17:57 UTC 2022","6677","","Login","","","","Login page - check 'Continue' text is displayed - smoke & regression",""
